timestamp,unit_id,cooling_type,load_current_a,voltage_kv,ambient_temp_c,humidity_pct,oil_temp_c,cooling_stage,transformer_age_years,hotspot_temp_c
2025-01-03 02:00:00,T1,ONAN/ONAF,345.3,131.49,16.6,91.6,40.6,0,3,43.2
2025-01-03 03:00:00,T1,ONAN/ONAF,339.3,134.18,15.4,99.7,34.8,0,3,43.1
2025-01-03 04:00:00,T1,ONAN/ONAF,329.2,134.32,14.5,100.0,33.7,0,3,42.2
2025-01-03 05:00:00,T1,ONAN/ONAF,334.0,134.9,13.9,100.0,35.5,0,3,39.9
2025-01-03 06:00:00,T1,ONAN/ONAF,369.6,132.73,16.6,99.7,33.2,0,3,41.5
2025-01-03 07:00:00,T1,ONAN/ONAF,408.5,131.5,16.5,91.3,34.8,0,3,44.3
2025-01-03 08:00:00,T1,ONAN/ONAF,464.4,131.76,17.9,91.9,36.3,0,3,49.1
2025-01-03 09:00:00,T1,ONAN/ONAF,480.4,134.05,19.3,80.4,34.1,0,3,51.7
2025-01-03 10:00:00,T1,ONAN/ONAF,481.9,135.65,21.5,91.4,38.7,0,3,52.6
2025-01-03 11:00:00,T1,ONAN/ONAF,448.1,132.98,23.2,75.6,42.3,0,3,54.6
2025-01-03 12:00:00,T1,ONAN/ONAF,401.4,135.05,22.0,92.7,41.9,0,3,51.6
2025-01-03 13:00:00,T1,ONAN/ONAF,374.7,135.33,22.0,84.8,42.5,0,3,50.2
2025-01-03 14:00:00,T1,ONAN/ONAF,372.0,133.77,22.9,81.9,41.7,0,3,50.2
2025-01-03 15:00:00,T1,ONAN/ONAF,374.7,132.35,24.7,80.9,43.3,0,3,50.1
2025-01-03 16:00:00,T1,ONAN/ONAF,381.4,132.87,26.6,87.6,41.8,0,3,49.7
2025-01-03 17:00:00,T1,ONAN/ONAF,438.4,134.94,24.3,73.1,43.5,0,3,53.1
2025-01-03 18:00:00,T1,ONAN/ONAF,488.4,132.56,24.5,83.9,44.0,0,3,57.9
2025-01-03 19:00:00,T1,ONAN/ONAF,539.1,133.8,21.8,92.1,45.7,1,3,60.4
2025-01-03 20:00:00,T1,ONAN/ONAF,564.8,132.63,20.3,76.9,45.6,1,3,62.4
2025-01-03 21:00:00,T1,ONAN/ONAF,540.0,133.65,19.2,93.5,45.2,1,3,61.1
2025-01-03 22:00:00,T1,ONAN/ONAF,472.0,131.47,16.4,84.0,42.1,1,3,55.4
2025-01-03 23:00:00,T1,ONAN/ONAF,420.8,133.62,14.7,94.8,43.9,0,3,49.1
2025-01-04 00:00:00,T1,ONAN/ONAF,273.7,134.26,13.7,92.0,39.4,0,3,40.6
2025-01-04 01:00:00,T1,ONAN/ONAF,268.6,133.5,12.8,97.1,34.3,0,3,35.5
2025-01-04 02:00:00,T1,ONAN/ONAF,277.3,134.07,11.5,94.1,30.4,0,3,33.9
2025-01-04 03:00:00,T1,ONAN/ONAF,277.6,135.87,12.7,89.1,31.3,0,3,33.1
2025-01-04 04:00:00,T1,ONAN/ONAF,285.0,132.46,11.8,100.0,29.9,0,3,32.1
2025-01-04 05:00:00,T1,ONAN/ONAF,288.3,132.1,13.1,94.3,29.2,0,3,31.8
2025-01-04 06:00:00,T1,ONAN/ONAF,317.7,132.54,15.4,89.5,31.5,0,3,
2025-01-04 07:00:00,T1,ONAN/ONAF,338.7,132.22,15.1,97.7,28.4,0,3,36.0
2025-01-04 08:00:00,T1,ONAN/ONAF,374.0,133.11,17.1,82.2,29.8,0,3,38.8
2025-01-04 09:00:00,T1,ONAN/ONAF,376.4,134.19,18.7,86.6,30.8,0,3,40.7
2025-01-04 10:00:00,T1,ONAN/ONAF,411.7,132.94,17.9,84.4,30.4,0,3,44.4
2025-01-04 11:00:00,T1,ONAN/ONAF,402.1,130.63,20.1,91.1,33.0,0,3,45.2
2025-01-04 12:00:00,T1,ONAN/ONAF,384.8,134.35,21.6,94.5,34.4,0,3,46.4
2025-01-04 13:00:00,T1,ONAN/ONAF,332.2,133.22,22.2,91.7,38.3,0,3,45.1
2025-01-04 14:00:00,T1,ONAN/ONAF,314.8,134.31,23.6,83.4,38.6,0,3,45.1
2025-01-04 15:00:00,T1,ONAN/ONAF,308.9,133.81,23.8,73.5,36.7,0,3,44.7
2025-01-04 16:00:00,T1,ONAN/ONAF,333.8,134.38,22.8,85.9,39.8,0,3,44.8
2025-01-04 17:00:00,T1,ONAN/ONAF,359.1,134.27,23.3,91.5,39.0,0,3,48.4
2025-01-04 18:00:00,T1,ONAN/ONAF,412.6,132.11,22.5,90.5,38.9,0,3,49.6
2025-01-04 19:00:00,T1,ONAN/ONAF,470.8,130.65,21.7,93.0,42.5,0,3,52.0
2025-01-04 20:00:00,T1,ONAN/ONAF,471.9,132.31,19.7,88.6,39.8,0,3,55.4
2025-01-04 21:00:00,T1,ONAN/ONAF,460.8,134.75,18.4,89.6,43.6,0,3,54.0
2025-01-04 22:00:00,T1,ONAN/ONAF,405.0,133.15,14.7,100.0,39.8,0,3,52.1
2025-01-04 23:00:00,T1,ONAN/ONAF,358.0,133.8,11.2,92.6,35.8,0,3,44.1
2025-01-05 00:00:00,T1,ONAN/ONAF,271.6,132.68,9.5,99.5,37.3,0,3,39.5
2025-01-05 01:00:00,T1,ONAN/ONAF,283.1,130.44,8.4,100.0,31.0,0,3,33.9
2025-01-05 02:00:00,T1,ONAN/ONAF,280.4,133.49,9.5,97.7,31.2,0,3,33.6
2025-01-05 03:00:00,T1,ONAN/ONAF,276.9,132.34,8.3,96.9,27.8,0,3,30.4
2025-01-05 04:00:00,T1,ONAN/ONAF,286.2,135.12,8.9,95.7,27.0,0,3,31.3
2025-01-05 05:00:00,T1,ONAN/ONAF,297.3,136.32,8.2,98.2,26.0,0,3,32.7
2025-01-05 06:00:00,T1,ONAN/ONAF,329.8,134.48,11.3,98.8,22.3,0,3,32.2
2025-01-05 07:00:00,T1,ONAN/ONAF,350.7,133.28,13.3,90.6,22.9,0,3,35.3
2025-01-05 08:00:00,T1,ONAN/ONAF,399.9,134.41,14.8,100.0,24.5,0,3,39.6
2025-01-05 09:00:00,T1,ONAN/ONAF,428.5,130.49,14.7,95.5,31.6,0,3,44.2
2025-01-05 10:00:00,T1,ONAN/ONAF,434.8,133.16,16.4,96.5,31.3,0,3,46.5
2025-01-05 11:00:00,T1,ONAN/ONAF,432.7,134.82,18.4,98.9,33.6,0,3,49.5
2025-01-05 12:00:00,T1,ONAN/ONAF,392.2,133.34,19.7,83.3,36.4,0,3,49.0
2025-01-05 13:00:00,T1,ONAN/ONAF,352.0,132.47,19.2,88.1,35.8,0,3,47.1
2025-01-05 14:00:00,T1,ONAN/ONAF,331.9,131.74,20.9,97.8,36.1,0,3,46.3
2025-01-05 15:00:00,T1,ONAN/ONAF,321.4,136.28,20.1,98.2,37.2,0,3,46.0
2025-01-05 16:00:00,T1,ONAN/ONAF,339.7,133.86,21.3,78.6,,0,3,47.3
2025-01-05 17:00:00,T1,ONAN/ONAF,374.8,135.45,19.4,91.6,37.3,0,3,48.8
2025-01-05 18:00:00,T1,ONAN/ONAF,415.8,130.61,19.0,92.0,38.1,0,3,51.0
2025-01-05 19:00:00,T1,ONAN/ONAF,476.4,130.78,16.8,85.7,38.0,0,3,54.8
2025-01-05 20:00:00,T1,ONAN/ONAF,520.6,131.54,16.5,96.7,35.7,1,3,58.1
2025-01-05 21:00:00,T1,ONAN/ONAF,470.1,132.1,15.0,87.6,37.4,1,3,54.7
2025-01-05 22:00:00,T1,ONAN/ONAF,447.1,131.54,14.9,92.3,38.9,1,3,51.0
2025-01-05 23:00:00,T1,ONAN/ONAF,390.5,132.18,13.4,91.5,34.3,0,3,46.2
2025-01-06 00:00:00,T1,ONAN/ONAF,336.8,135.03,11.0,97.9,35.0,0,3,42.0
2025-01-06 01:00:00,T1,ONAN/ONAF,329.4,135.82,9.6,100.0,33.6,0,3,38.2
2025-01-06 02:00:00,T1,ONAN/ONAF,320.9,132.95,11.4,95.7,31.4,0,3,37.0
2025-01-06 03:00:00,T1,ONAN/ONAF,320.9,134.25,12.6,100.0,31.4,0,3,36.7
2025-01-06 04:00:00,T1,ONAN/ONAF,318.2,134.89,13.6,97.4,30.9,0,3,37.1
2025-01-06 05:00:00,T1,ONAN/ONAF,316.0,132.03,14.2,98.0,32.0,0,3,36.1
2025-01-06 06:00:00,T1,ONAN/ONAF,342.1,132.61,16.4,89.4,30.5,0,3,38.5
2025-01-06 07:00:00,T1,ONAN/ONAF,384.9,133.64,15.4,88.7,29.7,0,3,41.6
2025-01-06 08:00:00,T1,ONAN/ONAF,422.7,133.17,15.7,97.5,29.4,0,3,43.6
2025-01-06 09:00:00,T1,ONAN/ONAF,458.3,131.0,19.0,87.3,,0,3,48.1
2025-01-06 10:00:00,T1,ONAN/ONAF,448.2,132.02,19.1,88.3,36.4,0,3,49.3
2025-01-06 11:00:00,T1,ONAN/ONAF,457.3,134.13,19.5,95.7,37.1,0,3,49.8
2025-01-06 12:00:00,T1,ONAN/ONAF,427.5,136.43,21.4,80.0,38.0,0,3,50.2
2025-01-06 13:00:00,T1,ONAN/ONAF,395.9,134.21,22.9,88.0,37.2,0,3,48.9
2025-01-06 14:00:00,T1,ONAN/ONAF,377.2,131.99,22.0,94.3,41.0,0,3,48.4
2025-01-06 15:00:00,T1,ONAN/ONAF,361.4,133.31,21.4,96.7,40.5,0,3,49.5
2025-01-06 16:00:00,T1,ONAN/ONAF,408.6,135.85,21.9,91.5,42.3,0,3,51.0
2025-01-06 17:00:00,T1,ONAN/ONAF,465.6,132.71,21.4,93.9,43.6,0,3,54.9
2025-01-06 18:00:00,T1,ONAN/ONAF,526.8,132.82,23.6,82.7,40.9,1,3,58.9
2025-01-06 19:00:00,T1,ONAN/ONAF,568.5,132.75,25.4,78.1,44.0,1,3,64.3
2025-01-06 20:00:00,T1,ONAN/ONAF,572.6,130.13,22.2,98.4,43.7,1,3,66.0
2025-01-06 21:00:00,T1,ONAN/ONAF,551.5,130.41,20.6,80.6,47.4,1,3,65.4
2025-01-06 22:00:00,T1,ONAN/ONAF,484.9,131.54,16.9,85.6,46.3,1,3,59.2
2025-01-06 23:00:00,T1,ONAN/ONAF,426.5,131.24,14.9,99.5,43.7,0,3,53.4
2025-01-07 00:00:00,T1,ONAN/ONAF,317.1,133.2,13.3,100.0,39.0,0,3,45.4
2025-01-07 01:00:00,T1,ONAN/ONAF,327.2,133.18,11.9,99.8,38.4,0,3,42.7
2025-01-07 02:00:00,T1,ONAN/ONAF,329.2,134.55,11.7,94.9,35.8,0,3,41.4
2025-01-07 03:00:00,T1,ONAN/ONAF,323.9,133.93,10.2,87.3,32.9,0,3,39.5
2025-01-07 04:00:00,T1,ONAN/ONAF,345.4,131.83,12.9,95.2,31.2,0,3,39.6
2025-01-07 05:00:00,T1,ONAN/ONAF,356.0,133.31,12.5,85.7,30.2,0,3,38.7
2025-01-07 06:00:00,T1,ONAN/ONAF,371.0,134.44,13.8,99.6,29.4,0,3,41.3
2025-01-07 07:00:00,T1,ONAN/ONAF,395.4,134.21,15.5,88.2,33.7,0,3,42.8
2025-01-07 08:00:00,T1,ONAN/ONAF,453.6,129.9,14.8,90.8,33.6,0,3,47.0
2025-01-07 09:00:00,T1,ONAN/ONAF,478.1,133.2,14.8,98.8,36.5,0,3,50.9
2025-01-07 10:00:00,T1,ONAN/ONAF,481.1,132.81,16.9,98.0,35.5,0,3,52.9
2025-01-07 11:00:00,T1,ONAN/ONAF,442.5,133.84,20.0,88.0,37.2,0,3,54.1
2025-01-07 12:00:00,T1,ONAN/ONAF,404.2,135.53,22.7,87.2,37.6,0,3,51.7
2025-01-07 13:00:00,T1,ONAN/ONAF,383.5,132.99,24.4,86.3,39.3,0,3,51.7
2025-01-07 14:00:00,T1,ONAN/ONAF,366.3,133.44,23.3,82.1,41.3,0,3,50.4
2025-01-07 15:00:00,T1,ONAN/ONAF,380.2,133.04,23.2,81.6,41.5,0,3,51.7
2025-01-07 16:00:00,T1,ONAN/ONAF,382.0,133.4,21.1,91.0,41.5,0,3,51.9
2025-01-07 17:00:00,T1,ONAN/ONAF,432.5,134.48,20.6,89.6,42.5,0,3,53.7
2025-01-07 18:00:00,T1,ONAN/ONAF,507.0,133.68,22.4,89.2,39.5,1,3,58.4
2025-01-07 19:00:00,T1,ONAN/ONAF,512.5,135.1,19.5,94.1,41.4,1,3,58.8
2025-01-07 20:00:00,T1,ONAN/ONAF,577.7,132.69,19.9,81.0,41.6,1,3,63.7
2025-01-07 21:00:00,T1,ONAN/ONAF,531.2,129.93,17.4,96.8,43.0,1,3,59.9
2025-01-07 22:00:00,T1,ONAN/ONAF,465.2,134.47,17.3,91.3,41.9,1,3,55.2
2025-01-07 23:00:00,T1,ONAN/ONAF,420.3,131.62,15.4,88.2,39.9,0,3,50.5
2025-01-08 00:00:00,T1,ONAN/ONAF,315.8,134.66,15.4,95.2,40.4,0,3,44.0
2025-01-08 01:00:00,T1,ONAN/ONAF,327.3,134.11,12.9,96.2,35.6,0,3,41.9
2025-01-08 02:00:00,T1,ONAN/ONAF,331.2,134.3,11.9,99.2,32.9,0,3,41.2
2025-01-08 03:00:00,T1,ONAN/ONAF,329.0,134.06,12.4,90.3,33.7,0,3,38.7
2025-01-08 04:00:00,T1,ONAN/ONAF,332.6,133.17,13.7,96.2,33.9,0,3,37.5
2025-01-08 05:00:00,T1,ONAN/ONAF,336.9,134.48,11.8,98.6,30.6,0,3,38.7
2025-01-08 06:00:00,T1,ONAN/ONAF,368.8,134.89,11.4,100.0,29.1,0,3,40.1
2025-01-08 07:00:00,T1,ONAN/ONAF,379.0,132.47,13.8,100.0,30.6,0,3,40.6
2025-01-08 08:00:00,T1,ONAN/ONAF,417.6,132.31,15.9,83.3,27.3,0,3,43.9
2025-01-08 09:00:00,T1,ONAN/ONAF,461.3,132.74,18.0,98.1,32.8,0,3,48.8
2025-01-08 10:00:00,T1,ONAN/ONAF,457.2,131.98,19.0,98.1,34.3,0,3,51.2
2025-01-08 11:00:00,T1,ONAN/ONAF,463.5,135.45,21.8,81.4,34.2,0,3,54.7
2025-01-08 12:00:00,T1,ONAN/ONAF,444.7,131.27,24.7,68.8,,0,3,55.6
2025-01-08 13:00:00,T1,ONAN/ONAF,408.6,132.49,25.1,84.2,39.7,0,3,53.6
2025-01-08 14:00:00,T1,ONAN/ONAF,377.9,133.24,24.8,89.7,,0,3,52.4
2025-01-08 15:00:00,T1,ONAN/ONAF,370.3,132.8,26.1,91.6,41.2,0,3,51.2
2025-01-08 16:00:00,T1,ONAN/ONAF,395.9,133.45,26.3,74.7,42.7,0,3,53.4
2025-01-08 17:00:00,T1,ONAN/ONAF,433.9,133.79,26.5,91.6,44.8,0,3,56.2
2025-01-08 18:00:00,T1,ONAN/ONAF,516.9,131.87,25.4,66.2,45.5,1,3,61.4
2025-01-08 19:00:00,T1,ONAN/ONAF,585.9,130.82,24.0,81.2,44.9,1,3,63.9
2025-01-08 20:00:00,T1,ONAN/ONAF,614.1,127.41,21.3,84.8,48.7,1,3,66.7
2025-01-08 21:00:00,T1,ONAN/ONAF,594.5,132.87,20.6,95.1,48.6,1,3,66.1
2025-01-08 22:00:00,T1,ONAN/ONAF,537.0,131.5,21.1,94.7,47.7,1,3,60.8
2025-01-08 23:00:00,T1,ONAN/ONAF,442.5,132.05,17.6,95.9,47.0,1,3,55.0
2025-01-09 00:00:00,T1,ONAN/ONAF,347.5,130.83,16.3,85.9,44.3,0,3,47.4
2025-01-09 01:00:00,T1,ONAN/ONAF,326.8,135.36,16.9,100.0,40.9,0,3,44.5
2025-01-09 02:00:00,T1,ONAN/ONAF,325.8,132.65,14.4,97.6,39.5,0,3,41.2
2025-01-09 03:00:00,T1,ONAN/ONAF,315.1,131.7,13.3,85.4,37.7,0,3,38.9
2025-01-09 04:00:00,T1,ONAN/ONAF,330.3,130.91,15.1,83.0,37.6,0,3,37.6
2025-01-09 05:00:00,T1,ONAN/ONAF,344.1,133.62,14.8,97.6,35.8,0,3,37.5
2025-01-09 06:00:00,T1,ONAN/ONAF,372.7,132.38,15.5,93.3,31.7,0,3,40.5
2025-01-09 07:00:00,T1,ONAN/ONAF,368.9,135.6,17.0,88.2,34.2,0,3,39.3
2025-01-09 08:00:00,T1,ONAN/ONAF,421.1,134.39,18.7,86.4,35.1,0,3,44.0
2025-01-09 09:00:00,T1,ONAN/ONAF,460.1,133.38,21.2,87.3,37.5,0,3,49.5
2025-01-09 10:00:00,T1,ONAN/ONAF,441.6,131.24,23.1,82.7,36.0,0,3,50.2
2025-01-09 11:00:00,T1,ONAN/ONAF,459.2,132.47,25.1,71.6,40.0,0,3,54.2
2025-01-09 12:00:00,T1,ONAN/ONAF,428.7,135.69,22.7,95.1,43.5,0,3,52.9
2025-01-09 13:00:00,T1,ONAN/ONAF,385.5,134.98,24.9,88.8,43.3,0,3,50.6
2025-01-09 14:00:00,T1,ONAN/ONAF,366.9,132.38,24.2,80.7,43.0,0,3,51.5
2025-01-09 15:00:00,T1,ONAN/ONAF,357.2,134.8,22.7,85.4,43.6,0,3,49.2
2025-01-09 16:00:00,T1,ONAN/ONAF,379.6,132.81,23.4,87.4,44.4,0,3,48.6
2025-01-09 17:00:00,T1,ONAN/ONAF,419.7,134.89,21.6,80.8,42.4,0,3,51.0
2025-01-09 18:00:00,T1,ONAN/ONAF,459.5,130.66,21.2,88.5,41.3,0,3,54.3
2025-01-09 19:00:00,T1,ONAN/ONAF,497.1,131.57,19.2,82.6,41.4,1,3,54.8
2025-01-09 20:00:00,T1,ONAN/ONAF,532.7,132.24,18.6,91.3,43.6,1,3,57.1
2025-01-09 21:00:00,T1,ONAN/ONAF,521.9,133.56,14.7,86.8,41.7,1,3,54.7
2025-01-09 22:00:00,T1,ONAN/ONAF,461.8,132.79,15.0,90.6,39.1,1,3,50.1
2025-01-09 23:00:00,T1,ONAN/ONAF,402.0,133.23,13.4,99.2,37.6,0,3,45.0
2025-01-10 00:00:00,T1,ONAN/ONAF,292.5,132.86,13.4,97.3,37.4,0,3,37.0
2025-01-10 01:00:00,T1,ONAN/ONAF,319.3,133.34,15.2,98.4,35.9,0,3,35.9
2025-01-10 02:00:00,T1,ONAN/ONAF,318.4,133.1,14.0,83.8,29.7,0,3,35.9
2025-01-10 03:00:00,T1,ONAN/ONAF,323.5,130.24,11.8,93.7,32.9,0,3,34.0
2025-01-10 04:00:00,T1,ONAN/ONAF,341.6,135.35,13.0,97.3,30.4,0,3,36.2
2025-01-10 05:00:00,T1,ONAN/ONAF,346.7,133.17,13.1,99.7,27.2,0,3,36.3
2025-01-10 06:00:00,T1,ONAN/ONAF,358.1,133.07,14.1,86.0,30.4,0,3,37.5
2025-01-10 07:00:00,T1,ONAN/ONAF,392.9,133.16,15.5,100.0,32.2,0,3,39.8
2025-01-10 08:00:00,T1,ONAN/ONAF,424.6,131.62,15.0,98.9,29.4,0,3,43.5
2025-01-10 09:00:00,T1,ONAN/ONAF,452.5,130.83,16.9,100.0,33.4,0,3,45.8
2025-01-10 10:00:00,T1,ONAN/ONAF,464.3,133.3,21.4,84.6,35.7,0,3,49.6
2025-01-10 11:00:00,T1,ONAN/ONAF,460.2,134.35,25.2,68.1,36.7,0,3,52.6
2025-01-10 12:00:00,T1,ONAN/ONAF,423.5,133.79,25.0,75.0,39.1,0,3,52.7
2025-01-10 13:00:00,T1,ONAN/ONAF,381.0,133.16,24.8,77.0,42.5,0,3,52.9
2025-01-10 14:00:00,T1,ONAN/ONAF,363.4,132.39,25.0,89.2,42.9,0,3,52.3
2025-01-10 15:00:00,T1,ONAN/ONAF,358.2,131.94,24.7,70.0,44.3,0,3,49.9
2025-01-10 16:00:00,T1,ONAN/ONAF,370.5,133.14,23.7,81.0,43.4,0,3,51.7
2025-01-10 17:00:00,T1,ONAN/ONAF,422.0,134.48,25.1,91.5,42.4,0,3,53.6
2025-01-10 18:00:00,T1,ONAN/ONAF,483.2,132.76,24.0,86.6,44.4,0,3,59.0
2025-01-10 19:00:00,T1,ONAN/ONAF,514.9,132.67,21.0,93.1,46.9,1,3,61.3
2025-01-10 20:00:00,T1,ONAN/ONAF,525.4,132.76,16.4,83.4,47.1,1,3,60.8
2025-01-10 21:00:00,T1,ONAN/ONAF,489.2,131.61,16.5,83.0,41.9,1,3,56.0
2025-01-10 22:00:00,T1,ONAN/ONAF,437.3,132.66,15.0,100.0,40.0,1,3,49.5
2025-01-10 23:00:00,T1,ONAN/ONAF,392.1,133.01,12.4,99.8,37.6,0,3,45.8
2025-01-11 00:00:00,T1,ONAN/ONAF,257.6,134.44,10.0,99.9,37.1,0,3,38.5
2025-01-11 01:00:00,T1,ONAN/ONAF,252.4,133.34,10.1,98.1,33.0,0,3,35.6
2025-01-11 02:00:00,T1,ONAN/ONAF,248.4,134.27,7.0,98.9,30.1,0,3,31.1
2025-01-11 03:00:00,T1,ONAN/ONAF,268.0,133.15,5.1,96.6,26.7,0,3,30.5
2025-01-11 04:00:00,T1,ONAN/ONAF,271.8,133.35,9.4,100.0,25.5,0,3,29.1
2025-01-11 05:00:00,T1,ONAN/ONAF,288.3,133.89,7.7,99.8,21.7,0,3,30.1
2025-01-11 06:00:00,T1,ONAN/ONAF,312.0,130.5,8.5,97.1,21.2,0,3,31.1
2025-01-11 07:00:00,T1,ONAN/ONAF,334.2,132.64,12.9,97.7,23.8,0,3,32.6
2025-01-11 08:00:00,T1,ONAN/ONAF,373.1,134.52,17.5,76.7,26.0,0,3,36.5
2025-01-11 09:00:00,T1,ONAN/ONAF,402.4,132.78,16.6,83.0,29.2,0,3,39.3
2025-01-11 10:00:00,T1,ONAN/ONAF,427.7,134.22,18.0,100.0,31.2,0,3,44.2
2025-01-11 11:00:00,T1,ONAN/ONAF,424.9,135.31,21.2,81.7,32.3,0,3,47.0
2025-01-11 12:00:00,T1,ONAN/ONAF,376.1,131.04,21.6,81.5,33.9,0,3,45.9
2025-01-11 13:00:00,T1,ONAN/ONAF,349.1,135.13,24.2,88.6,36.6,0,3,45.9
2025-01-11 14:00:00,T1,ONAN/ONAF,319.7,135.13,24.0,95.0,39.4,0,3,44.9
2025-01-11 15:00:00,T1,ONAN/ONAF,315.1,133.76,24.3,79.9,39.1,0,3,43.4
